"Cenario";"Ano";"Replicacao";"NAfastMen15";"NDiasFalta";"PercAfastMen15";"PercFalta";"Pev_Tipico";"Pev_Trajeto";"Pev_DoenOcup";"Pev_NRelac";"TaxaFaltas";"Pev_Afmenor15";"Pev_Afmaior15";"Pev_Safast";"Pev_Obito";"Funcionarios";"FolhadePagamento";"SalarioMedio";"DespesaSATProjetada";"SATProjetado";"FAPProjetado";"IndiceDoSAT";"HorasPorDia";"CustoMDO";"CustoTotal"
"Iniciativa1";2017;47;8,54382972693453;22,4048703634435;0,0996920859800053;0,100652369373257;0,00400159568605179;0,00209950598531311;0,00100089979333517;0,00209943091016352;0,00299875037000429;0,4;0,3;0,2;0,1;3000;2550000;750;153000;0,06;0,02;3;8;20;50000
"Iniciativa1";2017;48;3,77360014518725;18,4103644882446;0,0977686643919423;0,0983078498577668;0,00399953837569799;0,00210169106945693;0,00100104387064469;0,00210134385761242;0,00300053363066133;0,4;0,3;0,2;0,1;3000;2550000;750;153000;0,06;0,02;3;8;20;50000
"Iniciativa1";2017;49;11,4399692307568;22,1920261583899;0,0998754596185664;0,10226658693456;0,00399996004762522;0,00210089188792964;0,00100057782633011;0,0020986300536826;0,00299921811862982;0,4;0,3;0,2;0,1;3000;2550000;750;153000;0,06;0,02;3;8;20;50000
"Iniciativa1";2017;50;9,11867051150778;22,4709728888254;0,099546420171571;0,0982968654119454;0,0040002558045054;0,00209966912928586;0,000999409706030524;0,00209813660090275;0,00300134059423864;0,4;0,3;0,2;0,1;3000;2550000;750;153000;0,06;0,02;3;8;20;50000
"Iniciativa1";2017;51;9,238716797856;13,1102500357135;0,100036203005098;0,0989025365739237;0,00399823454197405;0,00210083985569372;0,0010004626799674;0,00210051785759652;0,00300112070206371;0,4;0,3;0,2;0,1;3000;2550000;750;153000;0,06;0,02;3;8;20;50000
"Iniciativa1";2017;52;5,49391567019755;22,6939691075351;0,101019579301738;0,100007830660364;0,00399905683871615;0,00210096175999994;0,000997938304554841;0,00209898118512563;0,00299905025264243;0,4;0,3;0,2;0,1;3000;2550000;750;153000;0,06;0,02;3;8;20;50000
"Iniciativa1";2017;53;8,29246202086395;12,2978138797658;0,0992698751793981;0,100252731211295;0,00399991010561281;0,00209904610682752;0,00100035326613862;0,00210171487214395;0,00300022035133888;0,4;0,3;0,2;0,1;3000;2550000;750;153000;0,06;0,02;3;8;20;50000
"Iniciativa1";2017;54;11,5657696507488;23,2811840018878;0,101791611520961;0,0995161701315667;0,00400041840593354;0,00209866563619628;0,00100102921144627;0,00209983552637803;0,00299902284774807;0,4;0,3;0,2;0,1;3000;2550000;750;153000;0,06;0,02;3;8;20;50000
"Iniciativa1";2017;55;7,02221122956397;15,0445183064097;0,0993375408731738;0,0980878368646503;0,00400008977304342;0,00209895494628338;0,0010004465919293;0,00210018339090339;0,0030010545391352;0,4;0,3;0,2;0,1;3000;2550000;750;153000;0,06;0,02;3;8;20;50000
"Iniciativa1";2017;56;16,4380591651536;24,231719298437;0,100721794222772;0,0989464486699338;0,00399952247107097;0,00210016036730237;0,000999416173034915;0,00210181762785404;0,00300063034571678;0,4;0,3;0,2;0,1;3000;2550000;750;153000;0,06;0,02;3;8;20;50000
"Iniciativa1";2017;57;16,1700536213963;15,0674127665765;0,0993605323409527;0,100363840164773;0,00399813632299576;0,00209999196681673;0,00100117002036829;0,00209897448932933;0,00300059903418808;0,4;0,3;0,2;0,1;3000;2550000;750;153000;0,06;0,02;3;8;20;50000
"Iniciativa1";2017;58;10,9859418386266;20,2474095854045;0,0996401120869645;0,0999389973592945;0,00400065858623587;0,00209919892642845;0,000998807635686185;0,00210095150323996;0,0029994718249963;0,4;0,3;0,2;0,1;3000;2550000;750;153000;0,06;0,02;3;8;20;50000
"Iniciativa1";2017;59;7,13358641913989;20,0270751108566;0,0993988946912211;0,100645509864535;0,00399926016498745;0,0021008202569497;0,00100123963124226;0,00209870883208892;0,0029994133707688;0,4;0,3;0,2;0,1;3000;2550000;750;153000;0,06;0,02;3;8;20;50000
"Iniciativa1";2017;60;16,1137929221557;22,429010028806;0,0998902136647428;0,101230312221111;0,00399902609198844;0,00210075102309705;0,000998519668592389;0,00209919564402924;0,00299946131398444;0,4;0,3;0,2;0,1;3000;2550000;750;153000;0,06;0,02;3;8;20;50000
"Iniciativa1";2017;61;9,25255323720038;19,8963209580861;0,10130477855373;0,102300584899847;0,00399984799933382;0,00210148900776289;0,000998798483931781;0,00210064270747348;0,00300015012455253;0,4;0,3;0,2;0,1;3000;2550000;750;153000;0,06;0,02;3;8;20;50000
"Iniciativa1";2017;62;10,5382357932746;18,1300179107361;0,0987852496876931;0,0988199586211833;0,00400051979823173;0,00209978626337684;0,00100033243586929;0,002098230948108;0,00299936125834804;0,4;0,3;0,2;0,1;3000;2550000;750;153000;0,06;0,02;3;8;20;50000
"Iniciativa1";2017;63;4,91300921550699;19,8001422920013;0,0995321860235514;0,101251196167529;0,00400093041909854;0,00210074995370576;0,00100130504941631;0,00209719558810811;0,00299833574653636;0,4;0,3;0,2;0,1;3000;2550000;750;153000;0,06;0,02;3;8;20;50000
"Iniciativa1";2017;64;8,99853153403427;13,6209797527423;0,0996151358671904;0,0996771445908088;0,00399989649955548;0,00210019605171274;0,000999492393962184;0,00210038730063325;0,00300054158745082;0,4;0,3;0,2;0,1;3000;2550000;750;153000;0,06;0,02;3;8;20;50000
"Iniciativa1";2017;65;13,5384513052893;15,7479812931643;0,0995396916510659;0,100605617888942;0,00400007322038768;0,00209863991171545;0,00099921324852579;0,0020991487145057;0,00300102620079768;0,4;0,3;0,2;0,1;3000;2550000;750;153000;0,06;0,02;3;8;20;50000
"Iniciativa1";2017;66;11,9445562347233;19,0873167573404;0,100807545643623;0,102582025128062;0,00400096977416815;0,00210092930312424;0,000999117480610248;0,00210061691035198;0,00299979528097642;0,4;0,3;0,2;0,1;3000;2550000;750;153000;0,06;0,02;3;8;20;50000
"Iniciativa1";2017;67;5,23365747782474;15,3915331047772;0,100400377835815;0,100362284556823;0,00400066106316893;0,00210107468819854;0,00100202815235497;0,00209975457536307;0,00300114982044302;0,4;0,3;0,2;0,1;3000;2550000;750;153000;0,06;0,02;3;8;20;50000
"Iniciativa1";2017;68;9,94426162001391;20,3357818516455;0,0998812779165697;0,102387675972588;0,00400056465037403;0,00209811555975542;0,000999012165667907;0,0021004902950994;0,00300011119143774;0,4;0,3;0,2;0,1;3000;2550000;750;153000;0,06;0,02;3;8;20;50000
"Iniciativa1";2017;69;8,27289160731888;20,8317181281758;0,0990110521553869;0,0994528269511448;0,00400025486800471;0,00210045118026612;0,00100148074272823;0,00210090191909983;0,00299956278900947;0,4;0,3;0,2;0,1;3000;2550000;750;153000;0,06;0,02;3;8;20;50000
"Iniciativa1";2017;70;12,6866317600581;16,9186298472718;0,0993506514119658;0,100241043351605;0,00399861536468359;0,00210089070374452;0,00100122550923929;0,00210011203424342;0,00300014597003207;0,4;0,3;0,2;0,1;3000;2550000;750;153000;0,06;0,02;3;8;20;50000
"Iniciativa1";2017;71;8,95464569427498;18,8426331804728;0,10105202768156;0,101156081991481;0,00399892525101098;0,00209978455954655;0,000999264469294738;0,00209943453145284;0,00300070445117175;0,4;0,3;0,2;0,1;3000;2550000;750;153000;0,06;0,02;3;8;20;50000
"Iniciativa1";2017;72;8,72552473845767;20,32039046967;0,0994414390879969;0,100225308692946;0,00399970422778988;0,00209926478100917;0,000999267860084444;0,00210032476525031;0,00299822331015871;0,4;0,3;0,2;0,1;3000;2550000;750;153000;0,06;0,02;3;8;20;50000
"Iniciativa1";2017;73;9,13987927300943;22,4161710624277;0,0990007265831086;0,0995644148458906;0,00399930668032739;0,00209922194071735;0,000999969168618876;0,00210051572372322;0,00300144083855893;0,4;0,3;0,2;0,1;3000;2550000;750;153000;0,06;0,02;3;8;20;50000
"Iniciativa1";2017;74;7,6000133621182;16,2781921384395;0,0992113613825878;0,0984066767417182;0,00400143529489394;0,00210090838788606;0,00100021038267399;0,00209882670299952;0,00299978238413024;0,4;0,3;0,2;0,1;3000;2550000;750;153000;0,06;0,02;3;8;20;50000
"Iniciativa1";2017;75;11,7180788908571;17,0077620584423;0,100825231582097;0,100350606093231;0,00400018532657681;0,00209996860933043;0,000997501241964479;0,00209934524468656;0,00299985734462681;0,4;0,3;0,2;0,1;3000;2550000;750;153000;0,06;0,02;3;8;20;50000
"Iniciativa1";2017;76;14,4457797075673;20,1646735554234;0,100922914946373;0,100138583244016;0,00399822004998016;0,00210107844637998;0,00099946638098699;0,00210179982548494;0,00299940108355621;0,4;0,3;0,2;0,1;3000;2550000;750;153000;0,06;0,02;3;8;20;50000
"Iniciativa1";2017;77;8,32809389403703;16,6094208569684;0,101277337293173;0,0995468864804038;0,00399864157528825;0,00210046885212332;0,00100117314209398;0,00209935939161065;0,00300072633429229;0,4;0,3;0,2;0,1;3000;2550000;750;153000;0,06;0,02;3;8;20;50000
"Iniciativa1";2017;78;10,5418403542963;14,8057092254625;0,10018273144085;0,100366434274704;0,00400011341436237;0,00210151067729647;0,00100163250121523;0,00210120872133124;0,00300015752865234;0,4;0,3;0,2;0,1;3000;2550000;750;153000;0,06;0,02;3;8;20;50000
"Iniciativa1";2017;79;12,4220121800561;19,9667312909575;0,101160112100992;0,10084686667033;0,00399849737142901;0,00210013819140989;0,00100102969351477;0,00209780109449117;0,00300011942418107;0,4;0,3;0,2;0,1;3000;2550000;750;153000;0,06;0,02;3;8;20;50000
"Iniciativa1";2017;80;9,14625062542904;21,1752924429626;0,0963474202846592;0,0991933576002824;0,00399944247338343;0,00209997547748482;0,0010007460015609;0,00209900581090563;0,00299946741497171;0,4;0,3;0,2;0,1;3000;2550000;750;153000;0,06;0,02;3;8;20;50000
"Iniciativa1";2017;81;9,81749184689327;23,0603111553769;0,101448335635095;0,101301946104366;0,00400077534992924;0,00210032938597158;0,00100000030185786;0,00209848648136008;0,00299925970999561;0,4;0,3;0,2;0,1;3000;2550000;750;153000;0,06;0,02;3;8;20;50000
"Iniciativa1";2017;82;12,2379124673979;18,3220928634506;0,0991195259343606;0,0990273454185008;0,00400020112649865;0,00209988233151454;0,00100133486767482;0,00210013516262614;0,00299782245819221;0,4;0,3;0,2;0,1;3000;2550000;750;153000;0,06;0,02;3;8;20;50000
"Iniciativa1";2017;83;10,137858876559;18,9217660059698;0,0992763303919653;0,0996338506537159;0,00399843932305362;0,00209920763400545;0,000997993323139469;0,00209958534322764;0,00299968261878263;0,4;0,3;0,2;0,1;3000;2550000;750;153000;0,06;0,02;3;8;20;50000
"Iniciativa1";2017;84;12,0365196236587;15,246992806177;0,0984158166841046;0,0986972662304381;0,00400024405168531;0,00210077706225414;0,000998817632236338;0,00210073679645461;0,00300154049722642;0,4;0,3;0,2;0,1;3000;2550000;750;153000;0,06;0,02;3;8;20;50000
"Iniciativa1";2017;85;8,81866440515248;25,8952739781815;0,0998617256469091;0,100394548216048;0,00400013490863828;0,00209816063228393;0,000999134264840389;0,00209851993175151;0,00300012204057889;0,4;0,3;0,2;0,1;3000;2550000;750;153000;0,06;0,02;3;8;20;50000
"Iniciativa1";2017;86;9,25251141085582;21,5507565718304;0,0999127202227172;0,101008526929784;0,00400039124404941;0,0021022331684462;0,00100038287850476;0,0020997308887853;0,00299875128644739;0,4;0,3;0,2;0,1;3000;2550000;750;153000;0,06;0,02;3;8;20;50000
"Iniciativa1";2017;87;7,60683312871128;19,3783162400432;0,0997386750837086;0,100999837442291;0,00400039468595163;0,00209855010323147;0,000999189951766623;0,00209981578299594;0,00300174890290645;0,4;0,3;0,2;0,1;3000;2550000;750;153000;0,06;0,02;3;8;20;50000
"Iniciativa1";2017;88;8,26795597490765;14,5133554890894;0,101832480231307;0,0973896051788318;0,00400024248222946;0,00210122738949278;0,000999824579239901;0,00210128152241774;0,0029988548660831;0,4;0,3;0,2;0,1;3000;2550000;750;153000;0,06;0,02;3;8;20;50000
"Iniciativa1";2017;89;9,22024508193666;18,9466914608967;0,100690167054169;0,0977202386457566;0,0040005597423815;0,00210162781893447;0,000999155522348479;0,0021004561324644;0,00299923863034714;0,4;0,3;0,2;0,1;3000;2550000;750;153000;0,06;0,02;3;8;20;50000
"Iniciativa1";2017;90;11,2098453837179;16,4437258292806;0,0990157733274377;0,0987028247334215;0,00399921980602091;0,00209990336204593;0,0010006076414384;0,00210094506363191;0,00300028131550882;0,4;0,3;0,2;0,1;3000;2550000;750;153000;0,06;0,02;3;8;20;50000
"Iniciativa1";2017;91;9,90420995313221;22,5007343754019;0,099541285317138;0,0992180715504949;0,0039990007542874;0,00209932248978024;0,00100150571415923;0,00210130335129774;0,00299995266456036;0,4;0,3;0,2;0,1;3000;2550000;750;153000;0,06;0,02;3;8;20;50000
"Iniciativa1";2017;92;14,2638131568544;20,5773849442775;0,100444829251338;0,0996847898289015;0,00399909440605656;0,00209827402226348;0,000999103585209371;0,00209909210916031;0,00300059542661901;0,4;0,3;0,2;0,1;3000;2550000;750;153000;0,06;0,02;3;8;20;50000
"Iniciativa1";2017;93;12,9329259311196;19,8512887502552;0,100974129722257;0,0986905795797021;0,00400151464287659;0,0020990485082175;0,00100031831553581;0,00210301770941083;0,00300085331874637;0,4;0,3;0,2;0,1;3000;2550000;750;153000;0,06;0,02;3;8;20;50000
"Iniciativa1";2017;94;8,66742746033528;22,9236749072536;0,101293396493243;0,0992100999760488;0,00400008998581886;0,00209972918128397;0,00100106734707647;0,00210016829656167;0,0029996748894822;0,4;0,3;0,2;0,1;3000;2550000;750;153000;0,06;0,02;3;8;20;50000
"Iniciativa1";2017;95;11,3498189018911;17,5455559134519;0,0997433310015834;0,0986788525458801;0,00400056350414363;0,00209984652719614;0,000998289567095348;0,00209800607724296;0,00300056666038332;0,4;0,3;0,2;0,1;3000;2550000;750;153000;0,06;0,02;3;8;20;50000
"Iniciativa1";2017;96;13,251480674251;18,2029025242329;0,101512635985475;0,10078291660145;0,00400077834560317;0,00210022332586689;0,00100032620062255;0,002100899321889;0,00299945582707076;0,4;0,3;0,2;0,1;3000;2550000;750;153000;0,06;0,02;3;8;20;50000
"Iniciativa1";2017;97;8,94223448133508;15,0020824365334;0,0987056559016487;0,0981745732992209;0,00399941610377187;0,00210046627480889;0,000998754272077908;0,00209875332404804;0,00299962147104855;0,4;0,3;0,2;0,1;3000;2550000;750;153000;0,06;0,02;3;8;20;50000
"Iniciativa1";2017;98;13,626291462588;19,0378167562819;0,100115311108274;0,0992891218914229;0,00399988253373001;0,002099966133201;0,00100084725152827;0,00209835020100591;0,00299900795060095;0,4;0,3;0,2;0,1;3000;2550000;750;153000;0,06;0,02;3;8;20;50000
"Iniciativa1";2017;99;11,4517189927569;17,0618627366631;0,0991955211748809;0,0991618113514627;0,00399789466796544;0,00209960927561198;0,000999156210025271;0,00210168833883396;0,0029999844846757;0,4;0,3;0,2;0,1;3000;2550000;750;153000;0,06;0,02;3;8;20;50000
"Iniciativa1";2017;100;9,24466272422274;19,1685677147044;0,101705975149287;0,0990906962668007;0,00400206541158354;0,00209989153279826;0,00100158701661775;0,00209827493602347;0,00300243630312034;0,4;0,3;0,2;0,1;3000;2550000;750;153000;0,06;0,02;3;8;20;50000
"Iniciativa1";2017;101;11,0689820517453;19,1967149747513;0,100613492570982;0,101411130256531;0,00399752764585005;0,00209783138685185;0,000998794382913199;0,00209955551963618;0,00300003963990685;0,4;0,3;0,2;0,1;3000;2550000;750;153000;0,06;0,02;3;8;20;50000
"Iniciativa1";2017;102;12,3372270090304;21,3870185512227;0,0991989150799845;0,099281141372171;0,00399839962994333;0,00210287188660661;0,00100025897662316;0,00210112524846365;0,00299892626431946;0,4;0,3;0,2;0,1;3000;2550000;750;153000;0,06;0,02;3;8;20;50000
"Iniciativa1";2017;103;8,86644255309618;24,4423185858311;0,100896760883691;0,0992561105670286;0,00399985654499125;0,00209985882992239;0,000997988177762302;0,0021012846602182;0,00300074473445387;0,4;0,3;0,2;0,1;3000;2550000;750;153000;0,06;0,02;3;8;20;50000
"Iniciativa1";2017;104;5,38264978542459;22,3090126170326;0,0983202327727827;0,0991972018708999;0,00400025846519733;0,00210136179636104;0,00099871793475883;0,00210064768243753;0,00299902711492337;0,4;0,3;0,2;0,1;3000;2550000;750;153000;0,06;0,02;3;8;20;50000
"Iniciativa1";2017;105;6,35528471513995;17,4797796547952;0,099805805437751;0,0990973267993131;0,00400077713883219;0,00209960948612313;0,00100018852828064;0,00210010654794211;0,00299925139577811;0,4;0,3;0,2;0,1;3000;2550000;750;153000;0,06;0,02;3;8;20;50000
"Iniciativa1";2017;106;10,1399906674127;17,349143954901;0,100755626400669;0,0998998090210379;0,00400004463284946;0,00210024087903806;0,000999954808361286;0,00210037958273832;0,00300066367842792;0,4;0,3;0,2;0,1;3000;2550000;750;153000;0,06;0,02;3;8;20;50000
"Iniciativa1";2017;107;9,51861282016262;19,746330125019;0,0997136783700729;0,0990241966040886;0,00400046569844261;0,00210032795639063;0,000999655368358688;0,00209972940222006;0,00299875177423514;0,4;0,3;0,2;0,1;3000;2550000;750;153000;0,06;0,02;3;8;20;50000
"Iniciativa1";2017;108;12,7105906386183;21,4735156076343;0,101277302378649;0,101115493962804;0,00400071627279673;0,00209945413704017;0,000999008819406754;0,00209919451823166;0,00299924567128407;0,4;0,3;0,2;0,1;3000;2550000;750;153000;0,06;0,02;3;8;20;50000
"Iniciativa1";2017;109;12,5626691602548;17,767787375708;0,0992941446743221;0,101469876963699;0,0040002985106858;0,00210012290037221;0,00100005850263415;0,00210120376783888;0,00299867636505693;0,4;0,3;0,2;0,1;3000;2550000;750;153000;0,06;0,02;3;8;20;50000
"Iniciativa1";2017;110;13,2977175278643;22,4117061843965;0,0999089368998829;0,0998040827385611;0,00399949561260292;0,00210122983243189;0,00100067579382821;0,002098842818144;0,00299857955573552;0,4;0,3;0,2;0,1;3000;2550000;750;153000;0,06;0,02;3;8;20;50000
"Iniciativa1";2017;111;13,8461788030928;17,6933044465991;0,0998037132013931;0,0991638716056109;0,00400098778580666;0,00209926282980694;0,00100120658741027;0,002099285481195;0,00299956584705345;0,4;0,3;0,2;0,1;3000;2550000;750;153000;0,06;0,02;3;8;20;50000
"Iniciativa1";2017;112;5,49188635948785;15,6493377670307;0,100696544093215;0,10115060310706;0,00400057783570907;0,00210048008326892;0,000999422309202672;0,00209965302120837;0,00299933342796679;0,4;0,3;0,2;0,1;3000;2550000;750;153000;0,06;0,02;3;8;20;50000
"Iniciativa1";2017;113;13,456716745501;20,3391495629377;0,0996837647793359;0,0997723604062598;0,00400030238265422;0,00210081665067984;0,000999715138347462;0,00209951408390527;0,00299922732607342;0,4;0,3;0,2;0,1;3000;2550000;750;153000;0,06;0,02;3;8;20;50000
"Iniciativa1";2017;114;12,8476734170953;16,7245716105252;0,0994961571459472;0,0988988517839113;0,0040005322897725;0,00209996167735715;0,00100059892452166;0,00209921637387819;0,00300052320193881;0,4;0,3;0,2;0,1;3000;2550000;750;153000;0,06;0,02;3;8;20;50000
"Iniciativa1";2017;115;6,37588233737052;16,3063426467097;0,101023421438875;0,0993403793807722;0,00400036096503347;0,00209915570982015;0,00100157602383418;0,00210021812322074;0,00299875225572632;0,4;0,3;0,2;0,1;3000;2550000;750;153000;0,06;0,02;3;8;20;50000
"Iniciativa1";2017;116;9,30815063376455;22,5259200678971;0,0998793797592527;0,0985663861729835;0,00399745736759557;0,00209887520984106;0,00100025402545278;0,0021006219559552;0,00300104105270462;0,4;0,3;0,2;0,1;3000;2550000;750;153000;0,06;0,02;3;8;20;50000
"Iniciativa1";2017;117;3,76626706256319;21,802785781843;0,0982525873715891;0,100150833463813;0,00400207666950129;0,00210164816718663;0,00100020009284414;0,00210193186282467;0,00300097978369259;0,4;0,3;0,2;0,1;3000;2550000;750;153000;0,06;0,02;3;8;20;50000
"Iniciativa1";2017;118;12,6782834083577;14,7637164297376;0,0994274956460877;0,0998441355949109;0,00400112239121139;0,00210019426881291;0,000999863051965859;0,00210073402540149;0,00299950597729073;0,4;0,3;0,2;0,1;3000;2550000;750;153000;0,06;0,02;3;8;20;50000
"Iniciativa1";2017;119;11,0456487966747;18,8898830067193;0,100521538242946;0,102193068946458;0,00400124102501737;0,00210050645269462;0,000999745327590504;0,00209934848552049;0,0030003997079469;0,4;0,3;0,2;0,1;3000;2550000;750;153000;0,06;0,02;3;8;20;50000
"Iniciativa1";2017;120;11,0379373661967;21,7603296370599;0,102791081976204;0,0990824493431599;0,00400150581226673;0,00210118614326856;0,00100046766324323;0,00210082849855707;0,00300065061566643;0,4;0,3;0,2;0,1;3000;2550000;750;153000;0,06;0,02;3;8;20;50000
"Iniciativa1";2017;121;7,14850516049891;22,4742537671328;0,0987786542367949;0,0998476774015764;0,00400115906870189;0,00210103460971185;0,000998634508277462;0,00209987996322711;0,00299952487134806;0,4;0,3;0,2;0,1;3000;2550000;750;153000;0,06;0,02;3;8;20;50000
"Iniciativa1";2017;122;10,9609191208911;16,223194775106;0,100040667638969;0,0990833035609529;0,00399989077533782;0,00210103105452969;0,000999718724798228;0,00210046982512439;0,00300066967047292;0,4;0,3;0,2;0,1;3000;2550000;750;153000;0,06;0,02;3;8;20;50000
"Iniciativa1";2017;123;18,7140182016945;16,2010215539112;0,101363012924274;0,0981672320714995;0,00400038155215766;0,0021015569910713;0,000999811802585595;0,00210108234217781;0,00300028880300306;0,4;0,3;0,2;0,1;3000;2550000;750;153000;0,06;0,02;3;8;20;50000
"Iniciativa1";2017;124;9,34476383053126;19,9981087385778;0,10079772336769;0,0996577965304924;0,00400116096703396;0,00209963751590113;0,000999582829608103;0,00209909744892155;0,00300284682498592;0,4;0,3;0,2;0,1;3000;2550000;750;153000;0,06;0,02;3;8;20;50000
"Iniciativa1";2017;125;4,85066879094511;19,3280837133447;0,0988987267713296;0,101614362425355;0,00400038936831577;0,00209923323350809;0,00100053833381774;0,00210221692399908;0,00300064946035916;0,4;0,3;0,2;0,1;3000;2550000;750;153000;0,06;0,02;3;8;20;50000
"Iniciativa1";2017;126;9,59741971020344;15,483650814071;0,100011078000906;0,100643767433463;0,00400025540432338;0,00210060858936844;0,00100112171546532;0,00210106328300381;0,00300071462650079;0,4;0,3;0,2;0,1;3000;2550000;750;153000;0,06;0,02;3;8;20;50000
"Iniciativa1";2017;127;13,8545700452778;17,4393330893899;0,100940829429652;0,0991478977699478;0,00400122350827079;0,00210176374596489;0,000999749535956018;0,00209936382863884;0,00299965973460911;0,4;0,3;0,2;0,1;3000;2550000;750;153000;0,06;0,02;3;8;20;50000
"Iniciativa1";2017;128;9,58176341258262;11,338821398477;0,0999064511824737;0,100155408629398;0,00400049701948263;0,00210144790893694;0,00100072945119466;0,0021009573206003;0,00299873911060285;0,4;0,3;0,2;0,1;3000;2550000;750;153000;0,06;0,02;3;8;20;50000
"Iniciativa1";2017;129;10,1830689111901;27,4934941411125;0,0982603007746878;0,0985178528352765;0,00400019684991401;0,00209883835076456;0,00100020271112171;0,00210063579068253;0,00300042869771058;0,4;0,3;0,2;0,1;3000;2550000;750;153000;0,06;0,02;3;8;20;50000
"Iniciativa1";2017;130;15,3531847369094;20,2583949306938;0,100420522202131;0,0994535663572057;0,00399923295616959;0,00210139964627186;0,00100089656233677;0,0020992969291882;0,00299893827187017;0,4;0,3;0,2;0,1;3000;2550000;750;153000;0,06;0,02;3;8;20;50000
"Iniciativa1";2017;131;12,0602246997775;23,090675957359;0,0991656176050471;0,100422635206005;0,00399927346977607;0,00210066549601829;0,00100132362170728;0,00209998891347301;0,0029998337375371;0,4;0,3;0,2;0,1;3000;2550000;750;153000;0,06;0,02;3;8;20;50000
"Iniciativa1";2017;132;8,2428059194159;23,4157535572476;0,101084967303707;0,0996555025173365;0,00400064484567573;0,00210206725411148;0,000999743578361582;0,00209999029935214;0,0030020782190293;0,4;0,3;0,2;0,1;3000;2550000;750;153000;0,06;0,02;3;8;20;50000
"Iniciativa1";2017;133;6,12023940383589;22,03733210713;0,101419286911318;0,0998364689147595;0,00400240373049637;0,00210013875183817;0,000998748064790579;0,00209926706449329;0,00300080252955529;0,4;0,3;0,2;0,1;3000;2550000;750;153000;0,06;0,02;3;8;20;50000
"Iniciativa1";2017;134;7,51299579371904;16,1519640108789;0,0997281987372493;0,100663191997032;0,00400016689453376;0,00209808384652904;0,00100003462838556;0,00209983860675457;0,00299981095498671;0,4;0,3;0,2;0,1;3000;2550000;750;153000;0,06;0,02;3;8;20;50000
"Iniciativa1";2017;135;14,1516580445893;19,4318265550367;0,100352424943315;0,100395274333823;0,0040011519717232;0,00209948369943838;0,000999298111493554;0,00209847904055863;0,0029995761268432;0,4;0,3;0,2;0,1;3000;2550000;750;153000;0,06;0,02;3;8;20;50000
"Iniciativa1";2017;136;12,804191250944;20,8054016355979;0,0999599854124699;0,101109710626077;0,0039997681751749;0,00210030043348154;0,00100016198965544;0,00209841397728608;0,00299923051954639;0,4;0,3;0,2;0,1;3000;2550000;750;153000;0,06;0,02;3;8;20;50000
"Iniciativa1";2017;137;14,2186537934607;19,0845895150679;0,101399262496734;0,0993023523524857;0,00400098179273169;0,0020998552561539;0,000998300536014728;0,00209980305458285;0,00299969926049794;0,4;0,3;0,2;0,1;3000;2550000;750;153000;0,06;0,02;3;8;20;50000
"Iniciativa1";2017;138;12,5721091205954;22,3280405836706;0,0997841967975931;0,100633203515439;0,00400057326894345;0,00210070619619633;0,000999789614576641;0,00210012422752282;0,00300035198368503;0,4;0,3;0,2;0,1;3000;2550000;750;153000;0,06;0,02;3;8;20;50000
"Iniciativa1";2017;139;11,2741282834432;18,2541555323533;0,101024288509228;0,0981071055899164;0,00400004816246666;0,00210106716680166;0,00100029260220416;0,00209811706561329;0,00300014178344667;0,4;0,3;0,2;0,1;3000;2550000;750;153000;0,06;0,02;3;8;20;50000
"Iniciativa1";2017;140;14,6072796019552;18,5061502461951;0,100975547809997;0,101597413234711;0,00400120975161076;0,00209964540377185;0,000999808499511512;0,00209866260455754;0,00299881678191546;0,4;0,3;0,2;0,1;3000;2550000;750;153000;0,06;0,02;3;8;20;50000
"Iniciativa1";2017;141;4,63667009825816;25,0929636358628;0,0998209239949157;0,0993986374870909;0,00399942609633019;0,00210068990505619;0,00100050109202624;0,00209985345435697;0,00299939843212504;0,4;0,3;0,2;0,1;3000;2550000;750;153000;0,06;0,02;3;8;20;50000
"Iniciativa1";2017;142;2,47755885081755;18,3006802658499;0,100280959319972;0,0993295355585624;0,00400044691077597;0,00210007001748204;0,000998529714109826;0,00210112744261066;0,0030001203388579;0,4;0,3;0,2;0,1;3000;2550000;750;153000;0,06;0,02;3;8;20;50000
"Iniciativa1";2017;143;11,5568447602027;23,9401806048041;0,0991807029912556;0,100359758099953;0,00399943924267021;0,00209927953191806;0,00100001298570791;0,00210055780350292;0,0029995496514802;0,4;0,3;0,2;0,1;3000;2550000;750;153000;0,06;0,02;3;8;20;50000
"Iniciativa1";2017;144;11,8072949818014;17,9658479115548;0,10040827522863;0,0991946846447897;0,00400084598862958;0,00209999207012983;0,000999294607956426;0,00210023199155974;0,00299970223569986;0,4;0,3;0,2;0,1;3000;2550000;750;153000;0,06;0,02;3;8;20;50000
"Iniciativa1";2017;145;9,03504437104801;16,9453027606416;0,100320701783891;0,102131298214772;0,00400049869523587;0,00209994318731619;0,00100130365112229;0,00210012894660996;0,00299925292794952;0,4;0,3;0,2;0,1;3000;2550000;750;153000;0,06;0,02;3;8;20;50000
"Iniciativa1";2017;146;5,87202120824507;17,4186745275832;0,101958791009943;0,0989526341982353;0,00399917518093804;0,00210007791787989;0,00100062117401193;0,00210083384796611;0,00299858236955264;0,4;0,3;0,2;0,1;3000;2550000;750;153000;0,06;0,02;3;8;20;50000
