"Cenario";"Ano";"Replicacao";"NAfastMen15";"NDiasFalta";"PercAfastMen15";"PercFalta";"Funcionarios";"FolhadePagamento";"SalarioMedio";"DespesaSATProjetada";"SATProjetado";"FAPProjetado";"IndiceDoSAT";"HorasPorDia";"CustoMDO";"CustoTotal"
"Iniciativa1";2018;812;7,36284637697428;19,8390322218372;0,0492867643882173;0,0487398047353608;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;813;9,53589265223005;22,5608778364711;0,05003027954798;0,0489788908746949;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;814;4,85480876074164;16,4688444129373;0,0498229963429786;0,0496709299429341;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;815;6,90002848023771;19,2543450215068;0,0504711112543723;0,0491251870120101;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;816;10,2283195111702;21,6714331764004;0,0516178905321271;0,0507611723229041;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;817;9,20861905922329;21,198585813503;0,0499267836923772;0,0509656789301907;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;818;8,43812802271934;23,0511593992173;0,0501866407426375;0,0503331088292637;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;819;8,00481634160793;19,9775302078926;0,0510231905057065;0,0499199829318356;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;820;8,60089044327702;16,8265763396483;0,0511069930651971;0,0512023472287262;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;821;10,5180795981971;23,1565005813075;0,0510075354699323;0,0491169493083402;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;822;8,31129239462534;18,1832742184456;0,050359034467232;0,0504327553648466;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;823;3,5817023455367;16,3793618386854;0,0506589755745012;0,0480674150938379;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;824;6,43214688556513;18,3190635378358;0,0494644085417216;0,0500004357608955;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;825;7,26249086336915;19,7092951845877;0,0499045860653193;0,0495148231294189;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;826;10,2252406943009;20,1623372984864;0,0502291819124138;0,0496395563107837;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;827;8,55388349868667;22,1409223918433;0,0516341480963919;0,049921332762278;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;828;11,1663693653523;19,0304867807111;0,0492932861516483;0,0509021150971651;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;829;8,18609784912544;18,8639415756729;0,0506011796097677;0,0502156932026084;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;830;7,60232589146162;21,0046525874305;0,0484258089082469;0,0499701130189544;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;831;10,8498090599653;22,1268608513572;0,049880840624932;0,0483376931153122;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;832;9,6623413457313;16,7890223814171;0,0498098369531393;0,0488071491162035;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;833;5,88074849477814;21,2353197689596;0,0514151963482434;0,0503955721285474;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;834;9,37048368346238;20,7461318140515;0,0537807201361655;0,0495777251747543;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;835;8,22430678316273;20,5966468011785;0,0478749441194962;0,0517478173431353;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;836;10,6308173455275;20,4440210267862;0,0507619628758578;0,0496642642180235;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;837;7,46530653881439;21,0540042893435;0,0505904336921081;0,0490998755148346;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;838;11,6999104331313;17,5875301193514;0,050343281403358;0,0496989782691008;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;839;11,9660212943297;15,6311581272579;0,0473769686136093;0,0494042458757111;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;840;8,03374034085341;18,4045160121017;0,048643813319302;0,0489051028164454;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;841;8,63493326838964;19,4288825633264;0,0506662776441724;0,0510874822718313;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;842;8,92579890831808;20,4931974820318;0,0512759504096447;0,0498778954979458;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;843;8,71098230514075;18,3315114349158;0,05004977395671;0,0510584994902038;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;844;5,97520142759628;17,8048489671508;0,0501261244345531;0,0507634615398458;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;845;7,90309226783852;22,0308122437344;0,052619590830032;0,0494395856157035;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;846;6,61947651578818;20,3321824398304;0,0516997248367098;0,0493161718984781;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;847;7,17367539235994;14,5296919833555;0,0513456641135282;0,0513521406090981;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;848;7,62138870344952;20,5879296739134;0,048682002969204;0,0495080371189739;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;849;8,40930343508468;21,9484756797768;0,0508159603373459;0,0501335625318443;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;850;7,93123463017132;21,2702738975676;0,0501388449875188;0,0496666427570523;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;851;6,70504164044;18,5840871015371;0,0498310800419672;0,0513921333326105;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;852;5,94019069588375;25,6946020673166;0,0510157237441023;0,0528908726606018;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;853;7,69247758306099;20,1346430076381;0,0496069180152585;0,0481056745442527;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;854;9,11530234424276;21,2573502931479;0,0491548762099521;0,0482514028852932;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;855;5,76937268811586;21,1877516168237;0,0509961488734918;0,0510043439772202;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;856;5,58451559777291;18,0831028558471;0,0483724428340996;0,0490578138314729;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;857;8,07913497031709;18,0376494568336;0,0499177511057791;0,0491391057052121;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;858;3,67793520210878;18,4233219449666;0,0500048763340024;0,0488424656280075;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;859;9,68155736844269;23,6547787412885;0,0491477207921941;0,0499439459524769;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;860;7,30358092592562;20,7106887497218;0,0499821785797715;0,0511186968682872;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;861;7,65246289793507;20,2859098817213;0,0485150270252115;0,050974480268802;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;862;8,11228104490811;17,980461974099;0,0505051177212748;0,0503158178186878;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;863;9,00710376998217;19,7663465593607;0,0501609396538232;0,0516562364148145;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;864;8,17856721220565;22,026636084334;0,0516188433748477;0,0501565728573087;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;865;9,52622618632228;15,7473127924807;0,0518181212549965;0,0490292988446194;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;866;6,7319502932354;20,0196082599573;0,0505606959924439;0,0495186199654381;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;867;11,3284386137924;18,7146557983449;0,0500085845186841;0,0511497786602306;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;868;7,0089266861804;21,6535999496258;0,0494520960906822;0,0514206103647665;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;869;11,4975621242561;20,8034781856858;0,049815879917648;0,0491945036168945;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;870;10,3647393876816;20,6785246301371;0,0491995396608971;0,0512782370034343;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;871;8,36453242934005;19,0051761951334;0,0499523698113397;0,0496962571675537;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;872;9,68941216261397;21,552479471361;0,0488453103948845;0,0511710002748357;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;873;6,9273853942543;23,9786438966645;0,0494535254963104;0,0495007401195128;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;874;6,71812683204719;21,7764866839749;0,049769593936848;0,0515720697268385;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;875;4,66944788255358;19,772582118409;0,0510761209400806;0,0502456079756495;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;876;9,2423421984595;17,5416670545492;0,0483032234258763;0,048767463823712;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;877;5,95495840220115;20,8613414263063;0,0485298435387919;0,049601394359583;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;878;11,3199921968726;18,817961346326;0,0506570292485253;0,0497816733920492;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;879;10,1475582983329;18,9667926849083;0,0500958485112924;0,0491784140820272;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;880;9,33765198980153;18,1113629519159;0,0494079199530472;0,0506242715524569;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;881;8,75615736726085;20,3689007226836;0,0489813225964435;0,0492148419374549;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;882;11,3139442345674;17,409185330659;0,0502249346079203;0,051130490791469;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;883;5,50329290763245;17,0902192726637;0,0502962301049282;0,0511591889031574;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;884;6,64975201130727;18,2592928639092;0,0504467430748985;0,0511818457123582;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;885;7,16671913385732;20,0721998822054;0,050333543858792;0,0504427523324324;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;886;4,72349590513033;18,8172140810176;0,0503689987031209;0,0501724476678656;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;887;6,85260318598374;20,6077116596497;0,0502156991242711;0,0489280639597403;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;888;6,73658381281246;20,9012869982235;0,0497261702570677;0,0509177262680595;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;889;8,42856861929537;21,4863541017864;0,0502242233389038;0,0485102094706135;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;890;5,77104652424245;23,098246202556;0,0501655274248716;0,0491348045307823;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;891;6,51344977120497;19,1532453905026;0,0495692409212758;0,0515511392094223;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;892;4,45195458631225;16,3786502331453;0,0480007335247978;0,050328299957251;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;893;7,50489986557485;20,8525661867325;0,0508289788567937;0,048950459812546;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;894;9,3426213884191;18,9565107734398;0,0505297807938301;0,0510311216216328;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;895;7,49013971533815;19,9306408994211;0,0490346669026357;0,0516044416704986;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;896;7,27439292677637;23,6978682015421;0,049806758753683;0,0501256190439709;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;897;8,0994695981584;19,559688662662;0,0507193480807337;0,0509282168044252;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;898;7,71651283358072;17,3548660535895;0,0506119743840876;0,0509616518895097;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;899;6,62569986626601;17,5102801121558;0,0492022203206266;0,0504752965037977;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;900;11,2466896918373;20,15874463186;0,0507527207265542;0,0487491684012644;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;901;11,5858764404411;19,3269040590793;0,0505268111208335;0,0494250684873979;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;902;6,80555230433475;15,3550691881918;0,051092094381504;0,0498477816756627;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;903;12,5560830689274;16,8567484166314;0,0495083070738953;0,0501444058154455;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;904;10,537801991479;19,6326766670923;0,0505310003701929;0,0497086282581949;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;905;5,32230584031662;22,6900604627156;0,0483599734244298;0,0509227908830175;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;906;9,56828790380551;16,6997714316251;0,049740569337114;0,048865914729612;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;907;5,17531736034788;18,5382949698639;0,0500899514597615;0,0504645091200121;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;908;8,59254568185933;19,6582012020316;0,0491935942503813;0,0496267456869453;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;909;9,13541515213751;22,0994791539203;0,051220645628335;0,0487779303326887;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;910;11,6750771801156;15,8906425560984;0,0497269783384253;0,0486057300312463;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;911;7,81565554391331;21,6467687457268;0,0492449201755327;0,050363929319413;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;912;6,80103415160413;19,5526729659771;0,0499194905364796;0,0501468754337075;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;913;5,93292606205013;21,1100697174917;0,0499369663530453;0,0503802389140008;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;914;10,5294700877338;17,9504310978676;0,0504756774998665;0,0516686570195816;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;915;12,5049512835965;19,323525408773;0,0502184201884007;0,047956785011215;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;916;11,0724974095322;21,885217285515;0,0501509493029448;0,0485653553103121;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;917;7,50415960496385;18,3875024834126;0,0495070011910735;0,0515156628299624;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;918;10,7515024483931;20,0422332806925;0,0508822759083083;0,047814423776549;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;919;6,10294819130382;20,1781333635933;0,0497073059746669;0,0505823746024545;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;920;10,5666030025209;19,9005206103461;0,0509843076182209;0,0512708773623193;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;921;9,24660622678784;20,2683842642734;0,0509018022838054;0,0487239659938055;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;922;8,02931816448349;20,3533350093197;0,0481474663673757;0,04979676540723;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;923;8,80262468872521;21,0046064870264;0,0486220164864039;0,0495943757212073;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;924;9,01662850322817;22,376597589554;0,0504474209466612;0,0477261234166047;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;925;11,7140509268447;20,4636227972504;0,0517166786631669;0,0517675167935669;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;926;10,1828888938367;23,3883002669082;0,0496468184930745;0,0506980402552876;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;927;5,58122932433906;19,605628916038;0,0500682714403504;0,0497217894248796;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;928;8,15374058981006;21,821538597027;0,0501490705775077;0,0500113284559418;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;929;7,36177460257621;16,7041476697922;0,0493665548462998;0,0489860134881823;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;930;7,6656074775638;14,3673414829404;0,0513482065218431;0,0507535434160948;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;931;5,70071189788051;24,7764502472312;0,0507645336740432;0,049532857295969;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;932;10,1813734618693;21,2741103775611;0,0498867207740339;0,0507288945308017;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;933;9,7566266627024;18,3833205221129;0,0483761803876092;0,0510020386482048;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;934;8,01400922490181;20,982562074056;0,0516960581284952;0,0504279333283499;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;935;7,96826704206082;17,3913640144704;0,0508865431582698;0,049903710276636;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;936;8,72261556511115;21,6703596235926;0,0495159193012917;0,0489753357013141;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;937;10,6957756455083;15,4902679522001;0,0503543357353165;0,0501063049220931;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;938;8,65015114571341;19,6914772648409;0,0518899519237397;0,0516288229056595;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;939;5,83092577365577;19,1881376160806;0,0520046497139714;0,0499633189224567;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;940;9,51207179537444;20,1503486404635;0,0480075228240614;0,0510401549065424;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;941;10,0504902160559;21,5420379064197;0,0522739379569572;0,0505491886072015;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;942;8,88454408871957;19,6378951491748;0,0509623265909831;0,0507527345518426;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;943;6,66736601310429;20,0568888149699;0,0514191056915236;0,0492597036964915;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;944;7,53240728609587;24,3325109275027;0,0497394788963376;0,049814199253183;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;945;8,0137750142472;20,1812675613413;0,0492055004815334;0,0483844426864991;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;946;6,54833902720472;22,7383744917097;0,0501959038522196;0,0514655396368003;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;947;7,74635816052636;18,945616131356;0,0513957924363888;0,0504440817110551;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;948;9,10615882547126;22,1135509843022;0,0508857491374251;0,048684917402895;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;949;11,9625556099752;17,9308009059951;0,0499448874633451;0,0511162302330509;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;950;7,83018663250553;23,8633348469238;0,0496742455049375;0,05167185260311;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;951;12,3033405683029;19,4563396473817;0,0498877331140304;0,0509785493810178;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;952;9,95527471220216;21,6487093678501;0,0495352964591731;0,049617262380734;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;953;13,2597724798591;17,443317185561;0,0480078519492958;0,049101597054169;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;954;9,88829812485235;17,9263723338313;0,0514205656733013;0,051609796853069;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;955;10,0302175122523;18,2823147504936;0,0508386874641987;0,048704064609607;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;956;8,37350786622463;19,2248237992948;0,0508123655065707;0,0510776311618298;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;957;8,28349486307204;21,7702009657007;0,0486924892967511;0,0490856534827286;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;958;5,78093010091364;22,7057663438064;0,0494743597170226;0,0500517370441036;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;959;7,07850476275807;19,4902988963393;0,0503992993550118;0,0493747889726577;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;960;13,4510821238468;20,4510287217842;0,0514054946822676;0,049347748675191;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;961;4,49958675401294;14,3184816279045;0,0492044448658281;0,0510140058224502;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;962;8,6486603693535;19,1496648949176;0,0498973690865317;0,0509659870709881;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;963;9,4329381232727;18,9258761744272;0,0499127456642601;0,0517086965929694;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;964;11,0924044555005;22,0403083554973;0,0506886389964577;0,0490118010505572;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;965;9,15880936435104;20,3022023547038;0,0506688038380303;0,0506138053362826;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;966;8,62291159545476;19,9107736931227;0,0494292502932299;0,0496067757611535;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;967;6,95278914308001;19,2084425300886;0,0506521914702424;0,0498952498318791;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;968;8,56822279197832;25,4679142199615;0,0495857101244134;0,0508759792766103;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;969;7,98588956046953;24,7845373549037;0,0507191226294076;0,0510086011652566;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;970;5,43743441598111;21,4036333622542;0,0485419939512376;0,0486369138055005;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;971;9,66214499590711;19,7372031222404;0,0495071998545184;0,0501792849748751;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;972;8,79343495937782;15,4418633056653;0,0492185973603612;0,04928142195224;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;973;8,74820144312735;21,4344017847037;0,0515434974135119;0,0487913968245764;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;974;10,2935467672245;21,5023378943157;0,0505983411952608;0,0496025457031525;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;975;9,82090356192455;21,4151458952219;0,0525171671041935;0,0493984978024987;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;976;9,12159746066245;23,8854870435551;0,0511104704497953;0,051784281880294;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;977;3,94617838567631;23,1613702226711;0,05250769522021;0,0507905630815982;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;978;3,9739875542025;20,3422258064028;0,0500422839069282;0,0511931975761417;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;979;7,55333038112861;16,9056397325636;0,0492541422942413;0,0509632339941332;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;980;10,2228042419228;19,1782514689358;0,0487600171854878;0,0516877265122326;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;981;7,4205044738654;18,1688451033674;0,0518475678766833;0,0521760326217561;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;982;9,49327277569623;22,788446643544;0,0490070520769842;0,0490604214725839;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;983;5,71118417565144;20,7669390410302;0,0495012781002515;0,0501531257866999;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;984;8,9148146521747;22,6325651634356;0,0501482065291982;0,0491741061901259;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;985;6,29042300509404;19,6685444172687;0,0487919889316016;0,0504327610570956;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;986;4,45508522865699;24,2414674123053;0,0500363834654707;0,0525165067104701;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;987;8,99216816678848;17,5629717519157;0,0502282618695316;0,0500245787397661;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;988;8,34865540746264;18,7342171227271;0,0486223730034754;0,0506727843778087;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;989;6,33536889996138;20,5271588145601;0,0497946008085758;0,0503007365142972;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;990;8,84780000575762;24,0152309173611;0,0502315084511385;0,050918034470133;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
"Iniciativa1";2018;991;9,14358725393018;18,5545561293599;0,0498476980554311;0,0483032637374878;3015;2562750;810;153765;0,06;0,02;3;8;20;50000
